data,target 
"b'mathematical sciences  modeling & statistical analysis of multivariate, rank, & mental test data, with social science applications'",14
b'plate motions in 3d cartesian convection  the role of internal heating and plate reorganization',3
b'domain decomposition in control of multiple link structures',6
"b'pattern discovery in combinatorial databases  algorithms, applications, and software for the scientific community'",0
b'mathematical problems in general relativity (physics)',4
b'underground imaging by electromagnetic migration',3
b'evolving heterogeneous autonomous databases',0
b'slab geometry and mountain building processes in the southern andes',3
"b'resource discovery among  information spaces inlarge, decentralized environments'",8
b'dynamic data allocation in model computing',0
b'design of group decision processes for shared goods',2
"b'mathematical sciences  calculus of variations/control, and applications to material science'",6
b'the insulin-like growth factors in the developing hippocampus  row career advancement award',9
b'size and diversity of frankia populations in soil',1
b'high performance qos routing',8
b'expanding access to census data  the boston  data center (rdc) and beyond',2
"b'universities council on water resources annual meeting  global privatization of water resources, summer 1999'",5
b'social movement impact on public policies',12
b'a study of the determinants of microbial diversity  the community ecology of cactus-specific yeasts',1
b'topics in space bounded computation',15
b'studies in classical and quantum gravity',4
b'computational complexity in combinatorial and algebraic models',15
b'mathematical sciences  characterizing the dynamics of spatio-temporal data',6
b'robust covariance estimators and heterogeneous agent models',2
b'mathematical sciences  applied dynamics of near integrable systems',6
"b'ltreb, community ecology on rocky shores  long-term  in the subtidal zone (massachusetts, 1978 - 2003)'",10
b'heterogeneity and aggregate dynamics',2
b'the effects of class and gender on ethnic identity salience  a case study of mauritius',12
"b'discrete choice and hedonics  identification, estimation, and application to housing and new goods'",2
"b'the panel study of income dynamics - waves 30, 31 and 32'",2
b'role of glia during postembryonic formation of the cns',9
b'hydrodynamic calculations of coalescing compact binaries',4
"b'array studies of the rock mountain front data analysis, modelling and synthesis'",3
b'parallel algorithms for graph problems',15
b'absolute and essential instabilities in spatially extended systems',6
b'non-commensal interactions of epiphytic bacteria with plants',1
"b'models of strategic thinking  a theoretical, experimental and statistical study'",2
b'numerical modeling of strong heterogeneity in the deep mantle',3
b'geographic structure of evolving insect/plant mutualisms',1
b'status maintenance and change during old age',12
b'mathematical sciences  travel support for two conferences',6
b'mathematical sciences  break curves and isoklines in curves estimation models',14
b'analyses of constraint satisfaction algorithms',15
"b'lexen  integrated biogeochemical and microbiological studies of cold, anoxic environments'",10
b'workshops on political institutions and economic policy (political science program  eitm competition iiib.)',11
b'evaluating models of attitude change in the period of transition to democracy and free markets in hungary',11
b'phytolith and carbon isotopic evidence for early holocene grassland dynamics',1
